Year,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AND VEGETABLES AREA (1000 ha),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),Min Temp (Centigrate),Max Temp (Centigrate),Precipitation (mm),Irrigated Area,Annual Rainfall
1995,Solapur,2,2,1050,37,52,1403,716,468,653,26,11,424,17,26,1524,31,16,528,27,7,248,21,8,398,16,13,800,1,0,286,114,71,623,46,393,8590,3,1,276,30,65,43,41,16737,24,16,15,8480,12,8,8,20,34,733,254,654
1996,Solapur,2,3,1348,47,64,1357,729,462,633,27,13,474,14,19,1299,38,25,667,29,14,468,22,10,474,25,33,1304,1,0,250,135,103,767,51,456,9010,4,1,278,29,67,39,37,13322,21,13,12,7103,11,7,6,20,34,754,291,781
1997,Solapur,2,2,1091,44,36,800,695,151,217,23,12,513,17,25,1497,33,12,353,34,4,109,33,9,260,43,31,712,1,0,143,131,48,370,49,392,7999,6,2,284,31,59,48,45,23367,27,22,21,12216,14,12,11,20,33,663,332,713
1998,Solapur,3,3,1138,71,85,1200,483,226,467,37,19,505,31,54,1748,51,29,566,28,8,305,28,12,428,25,44,1760,1,0,308,96,78,807,63,548,8769,5,1,237,29,60,59,57,25313,28,28,26,10173,11,11,11,21,34,757,353,1168
1999,Solapur,3,4,1313,69,81,1181,702,355,506,57,19,337,27,40,1493,38,25,669,29,9,298,28,10,361,26,34,1318,1,0,222,105,72,684,67,630,9452,6,2,298,28,58,64,61,30389,29,32,31,13006,13,14,13,20,33,646,352,599
2000,Solapur,3,3,1133,51,56,1100,639,287,449,53,22,415,29,26,904,31,17,564,32,13,387,29,12,407,22,20,936,1,0,222,93,52,563,65,595,9200,7,2,292,11,57,50,45,22057,25,21,19,15918,18,15,14,20,33,655,291,640
2001,Solapur,1,1,1333,54,63,1168,714,314,440,12,5,458,23,28,1190,32,18,554,7,1,209,13,3,217,7,7,1062,0,0,333,55,28,510,60,453,7581,4,1,150,10,59,54,49,23522,25,23,21,15237,16,15,13,20,34,499,279,545
2002,Solapur,1,0,600,48,62,1277,673,226,336,25,10,378,27,47,1749,32,14,433,13,5,346,22,6,294,6,4,678,0,0,333,59,25,420,56,405,7184,4,1,291,10,58,49,44,22440,26,22,20,13591,16,13,12,21,34,476,316,555
2003,Solapur,0,0,500,31,13,432,614,29,47,10,4,381,15,5,331,28,5,182,8,1,91,5,2,377,2,1,429,0,0,1000,38,6,152,49,283,5826,1,0,236,6,61,25,22,10495,26,10,9,5362,13,5,5,21,34,468,68,281
2004,Solapur,0,0,250,50,56,1122,687,303,441,26,15,573,28,38,1388,38,19,490,16,6,348,24,11,437,10,9,909,0,0,250,67,43,644,36,263,7314,1,0,340,10,59,55,51,26295,27,25,24,14092,14,14,13,20,34,638,161,566
2005,Solapur,0,0,250,59,69,1175,707,361,511,15,7,453,30,51,1678,44,33,761,19,6,312,8,5,629,12,12,991,3,1,226,64,37,587,68,566,8288,1,0,275,20,53,53,53,28298,27,27,27,20410,20,20,20,20,33,1064,146,636
2006,Solapur,0,0,250,69,86,1238,712,342,481,28,8,280,32,47,1481,47,29,609,28,15,512,27,9,312,12,11,932,0,0,333,63,38,605,144,1222,8512,1,0,289,0,54,60,55,31173,27,30,28,22517,19,22,20,20,33,995,170,543
2007,Solapur,0,0,1100,75,110,1471,618,352,569,22,9,423,33,55,1654,40,31,769,26,11,432,25,18,709,8,8,998,0,0,333,46,34,731,155,1225,7927,1,1,464,0,53,61,55,32365,27,31,28,24695,20,24,22,21,34,827,178,653
2008,Solapur,0,0,1000,63,84,1339,688,406,591,2,1,444,27,56,2109,39,28,732,7,3,391,2,1,552,8,11,1395,0,0,1000,43,33,778,118,995,8472,0,0,300,0,51,75,67,41589,27,40,36,32594,21,32,28,20,34,737,169,673
2009,Solapur,0,0,100,80,106,1318,658,401,609,14,5,364,39,102,2625,48,37,781,23,7,299,6,2,290,10,12,1258,0,0,100,46,32,687,107,993,9257,1,0,286,0,45,98,90,73576,33,72,65,49110,22,48,44,21,34,884,-20,671
2010,Solapur,1,0,329,88,123,1400,642,381,593,18,10,522,58,127,2186,56,37,664,42,16,373,18,10,574,8,8,1081,0,0,225,48,33,692,163,1600,9810,2,1,494,0,43,94,84,76135,34,74,66,53373,24,52,46,21,34,1082,-20,673
2011,Solapur,1,0,286,29,35,1191,483,193,400,10,4,394,40,82,2060,25,16,661,22,8,374,7,5,662,6,6,1015,0,0,300,32,28,875,173,1594,9190,1,0,456,102,52,107,76,66251,31,65,46,36222,17,35,25,20,34,847,-20,671
2012,Solapur,0,0,225,29,22,757,481,133,276,6,2,381,33,53,1577,26,11,418,19,6,336,7,3,451,4,5,1083,0,0,200,27,23,863,144,972,6738,1,0,560,33,53,72,63,36610,27,36,32,27842,20,28,24,21,34,563,-20,455
2013,Solapur,0,0,250,36,36,1003,566,305,538,6,2,349,44,98,2210,35,20,557,19,9,489,91,56,614,5,6,1180,0,0,333,61,71,1168,123,1049,8555,1,0,260,0,55,102,89,50253,26,49,43,35972,19,35,31,20,34,781,-20,594
2014,Solapur,0,0,250,42,55,1294,623,354,568,6,2,400,51,133,2612,40,30,749,19,9,479,8,4,520,6,7,1190,0,0,500,36,28,789,206,2005,9757,1,0,367,0,55,86,74,38181,24,37,32,33187,21,32,28,21,34,696,-20,547
2015,Solapur,0,0,0,41,29,697,616,108,175,15,3,230,48,65,1353,46,14,295,18,3,165,29,6,209,4,3,829,0,0,364,37,10,267,183,1096,5988,1,0,144,0,54,61,53,29577,26,29,26,21982,19,22,19,21,34,607,-20,352
2016,Solapur,0,0,215,58,78,1339,659,362,549,27,9,349,63,104,1657,57,38,674,30,17,561,27,14,540,5,6,1108,0,0,273,0,0,0,65,476,7355,1,0,274,0,58,84,71,36274,24,35,30,26049,17,25,21,21,34,607,-20,352
1966,Yeotmal,12,4,333,17,5,294,282,126,446,11,2,182,0,0,0,6,2,333,43,30,698,178,6,32,19,6,316,7,1,194,84,8,100,1,2,4600,321,20,62,3,87,4,4,441,13,1,1,0,0,0,0,21,34,814,4,992
